month,total.total,timeRange.start,timeRange.end
2009-08-11T00:00:00.000Z,385401948,2009-08-11T00:00:00.000Z,2009-08-12T00:00:00.000Z
2009-08-12T00:00:00.000Z,384008254,2009-08-12T00:00:00.000Z,2009-08-13T00:00:00.000Z
2009-08-13T00:00:00.000Z,376277058,2009-08-13T00:00:00.000Z,2009-08-14T00:00:00.000Z
2009-08-14T00:00:00.000Z,360037214,2009-08-14T00:00:00.000Z,2009-08-15T00:00:00.000Z
2009-08-15T00:00:00.000Z,313999282,2009-08-15T00:00:00.000Z,2009-08-16T00:00:00.000Z
2009-08-16T00:00:00.000Z,341091617,2009-08-16T00:00:00.000Z,2009-08-17T00:00:00.000Z
2009-08-17T00:00:00.000Z,394833859,2009-08-17T00:00:00.000Z,2009-08-18T00:00:00.000Z
2009-08-18T00:00:00.000Z,399750174,2009-08-18T00:00:00.000Z,2009-08-19T00:00:00.000Z
2009-08-19T00:00:00.000Z,379648202,2009-08-19T00:00:00.000Z,2009-08-20T00:00:00.000Z
2009-08-20T00:00:00.000Z,378759057,2009-08-20T00:00:00.000Z,2009-08-21T00:00:00.000Z
2009-08-21T00:00:00.000Z,366639132,2009-08-21T00:00:00.000Z,2009-08-22T00:00:00.000Z
2009-08-22T00:00:00.000Z,325043835,2009-08-22T00:00:00.000Z,2009-08-23T00:00:00.000Z
2009-08-23T00:00:00.000Z,345589935,2009-08-23T00:00:00.000Z,2009-08-24T00:00:00.000Z
2009-08-24T00:00:00.000Z,403203309,2009-08-24T00:00:00.000Z,2009-08-25T00:00:00.000Z
2009-08-25T00:00:00.000Z,409560613,2009-08-25T00:00:00.000Z,2009-08-26T00:00:00.000Z
2009-08-26T00:00:00.000Z,404808265,2009-08-26T00:00:00.000Z,2009-08-27T00:00:00.000Z
2009-08-27T00:00:00.000Z,392576374,2009-08-27T00:00:00.000Z,2009-08-28T00:00:00.000Z
2009-08-28T00:00:00.000Z,372197176,2009-08-28T00:00:00.000Z,2009-08-29T00:00:00.000Z
2009-08-29T00:00:00.000Z,333408184,2009-08-29T00:00:00.000Z,2009-08-30T00:00:00.000Z
2009-08-30T00:00:00.000Z,352503389,2009-08-30T00:00:00.000Z,2009-08-31T00:00:00.000Z
2009-08-31T00:00:00.000Z,406658958,2009-08-31T00:00:00.000Z,2009-09-01T00:00:00.000Z
2009-09-01T00:00:00.000Z,399803355,2009-09-01T00:00:00.000Z,2009-09-02T00:00:00.000Z
2009-09-02T00:00:00.000Z,405594905,2009-09-02T00:00:00.000Z,2009-09-03T00:00:00.000Z
2009-09-03T00:00:00.000Z,400235978,2009-09-03T00:00:00.000Z,2009-09-04T00:00:00.000Z
2009-09-04T00:00:00.000Z,376450501,2009-09-04T00:00:00.000Z,2009-09-05T00:00:00.000Z
2009-09-05T00:00:00.000Z,334745906,2009-09-05T00:00:00.000Z,2009-09-06T00:00:00.000Z
2009-09-06T00:00:00.000Z,363262937,2009-09-06T00:00:00.000Z,2009-09-07T00:00:00.000Z
2009-09-07T00:00:00.000Z,407587435,2009-09-07T00:00:00.000Z,2009-09-08T00:00:00.000Z
2009-09-08T00:00:00.000Z,417403388,2009-09-08T00:00:00.000Z,2009-09-09T00:00:00.000Z
2009-09-09T00:00:00.000Z,409319002,2009-09-09T00:00:00.000Z,2009-09-10T00:00:00.000Z
2009-09-10T00:00:00.000Z,400729615,2009-09-10T00:00:00.000Z,2009-09-11T00:00:00.000Z
2009-09-11T00:00:00.000Z,384092007,2009-09-11T00:00:00.000Z,2009-09-12T00:00:00.000Z
2009-09-12T00:00:00.000Z,340419124,2009-09-12T00:00:00.000Z,2009-09-13T00:00:00.000Z
2009-09-13T00:00:00.000Z,374356027,2009-09-13T00:00:00.000Z,2009-09-14T00:00:00.000Z
2009-09-14T00:00:00.000Z,419488824,2009-09-14T00:00:00.000Z,2009-09-15T00:00:00.000Z
2009-09-15T00:00:00.000Z,434479986,2009-09-15T00:00:00.000Z,2009-09-16T00:00:00.000Z
2009-09-16T00:00:00.000Z,422451384,2009-09-16T00:00:00.000Z,2009-09-17T00:00:00.000Z
2009-09-17T00:00:00.000Z,411380815,2009-09-17T00:00:00.000Z,2009-09-18T00:00:00.000Z
2009-09-18T00:00:00.000Z,385479527,2009-09-18T00:00:00.000Z,2009-09-19T00:00:00.000Z
2009-09-19T00:00:00.000Z,348197625,2009-09-19T00:00:00.000Z,2009-09-20T00:00:00.000Z
2009-09-20T00:00:00.000Z,372203587,2009-09-20T00:00:00.000Z,2009-09-21T00:00:00.000Z
2009-09-21T00:00:00.000Z,258260301,2009-09-21T00:00:00.000Z,2009-09-22T00:00:00.000Z
2009-10-01T00:00:00.000Z,403113565,2009-10-01T00:00:00.000Z,2009-10-02T00:00:00.000Z
2009-10-02T00:00:00.000Z,401398264,2009-10-02T00:00:00.000Z,2009-10-03T00:00:00.000Z
2009-10-03T00:00:00.000Z,367481253,2009-10-03T00:00:00.000Z,2009-10-04T00:00:00.000Z
2009-10-04T00:00:00.000Z,399652279,2009-10-04T00:00:00.000Z,2009-10-05T00:00:00.000Z
2009-10-05T00:00:00.000Z,418577748,2009-10-05T00:00:00.000Z,2009-10-06T00:00:00.000Z
2009-10-06T00:00:00.000Z,409271902,2009-10-06T00:00:00.000Z,2009-10-07T00:00:00.000Z
2009-10-07T00:00:00.000Z,425233547,2009-10-07T00:00:00.000Z,2009-10-08T00:00:00.000Z
2009-10-08T00:00:00.000Z,434750612,2009-10-08T00:00:00.000Z,2009-10-09T00:00:00.000Z
2009-10-09T00:00:00.000Z,402498307,2009-10-09T00:00:00.000Z,2009-10-10T00:00:00.000Z
2009-10-10T00:00:00.000Z,362823041,2009-10-10T00:00:00.000Z,2009-10-11T00:00:00.000Z
2009-10-11T00:00:00.000Z,395861627,2009-10-11T00:00:00.000Z,2009-10-12T00:00:00.000Z
2009-10-12T00:00:00.000Z,425726860,2009-10-12T00:00:00.000Z,2009-10-13T00:00:00.000Z
2009-10-13T00:00:00.000Z,444928870,2009-10-13T00:00:00.000Z,2009-10-14T00:00:00.000Z
2009-10-14T00:00:00.000Z,411047378,2009-10-14T00:00:00.000Z,2009-10-15T00:00:00.000Z
2009-10-16T00:00:00.000Z,369574842,2009-10-16T00:00:00.000Z,2009-10-17T00:00:00.000Z
2009-10-17T00:00:00.000Z,364289401,2009-10-17T00:00:00.000Z,2009-10-18T00:00:00.000Z
2009-10-18T00:00:00.000Z,363834209,2009-10-18T00:00:00.000Z,2009-10-19T00:00:00.000Z
2009-10-19T00:00:00.000Z,430019527,2009-10-19T00:00:00.000Z,2009-10-20T00:00:00.000Z
2009-10-20T00:00:00.000Z,423554705,2009-10-20T00:00:00.000Z,2009-10-21T00:00:00.000Z
2009-10-21T00:00:00.000Z,435552450,2009-10-21T00:00:00.000Z,2009-10-22T00:00:00.000Z
2009-10-22T00:00:00.000Z,428454076,2009-10-22T00:00:00.000Z,2009-10-23T00:00:00.000Z
2009-10-23T00:00:00.000Z,404057352,2009-10-23T00:00:00.000Z,2009-10-24T00:00:00.000Z
2009-10-24T00:00:00.000Z,368213476,2009-10-24T00:00:00.000Z,2009-10-25T00:00:00.000Z
2009-10-25T00:00:00.000Z,397686044,2009-10-25T00:00:00.000Z,2009-10-26T00:00:00.000Z
2009-10-26T00:00:00.000Z,437344769,2009-10-26T00:00:00.000Z,2009-10-27T00:00:00.000Z
2009-10-27T00:00:00.000Z,437093564,2009-10-27T00:00:00.000Z,2009-10-28T00:00:00.000Z
2009-10-28T00:00:00.000Z,447954257,2009-10-28T00:00:00.000Z,2009-10-29T00:00:00.000Z
2009-10-29T00:00:00.000Z,428377867,2009-10-29T00:00:00.000Z,2009-10-30T00:00:00.000Z
2009-10-30T00:00:00.000Z,405096440,2009-10-30T00:00:00.000Z,2009-10-31T00:00:00.000Z
2009-10-31T00:00:00.000Z,360804704,2009-10-31T00:00:00.000Z,2009-11-01T00:00:00.000Z
2009-11-01T00:00:00.000Z,367027149,2009-11-01T00:00:00.000Z,2009-11-02T00:00:00.000Z
2009-11-02T00:00:00.000Z,409329537,2009-11-02T00:00:00.000Z,2009-11-03T00:00:00.000Z
2009-11-03T00:00:00.000Z,462478574,2009-11-03T00:00:00.000Z,2009-11-04T00:00:00.000Z
2009-11-04T00:00:00.000Z,454167733,2009-11-04T00:00:00.000Z,2009-11-05T00:00:00.000Z
2009-11-05T00:00:00.000Z,444596537,2009-11-05T00:00:00.000Z,2009-11-06T00:00:00.000Z
2009-11-06T00:00:00.000Z,429083493,2009-11-06T00:00:00.000Z,2009-11-07T00:00:00.000Z
2009-11-07T00:00:00.000Z,384653693,2009-11-07T00:00:00.000Z,2009-11-08T00:00:00.000Z
2009-11-08T00:00:00.000Z,421401311,2009-11-08T00:00:00.000Z,2009-11-09T00:00:00.000Z
2009-11-09T00:00:00.000Z,468963863,2009-11-09T00:00:00.000Z,2009-11-10T00:00:00.000Z
2009-11-10T00:00:00.000Z,460499271,2009-11-10T00:00:00.000Z,2009-11-11T00:00:00.000Z
2009-11-11T00:00:00.000Z,456166735,2009-11-11T00:00:00.000Z,2009-11-12T00:00:00.000Z
2009-11-12T00:00:00.000Z,456084830,2009-11-12T00:00:00.000Z,2009-11-13T00:00:00.000Z
2009-11-13T00:00:00.000Z,427559358,2009-11-13T00:00:00.000Z,2009-11-14T00:00:00.000Z
2009-11-14T00:00:00.000Z,371392034,2009-11-14T00:00:00.000Z,2009-11-15T00:00:00.000Z
2009-11-15T00:00:00.000Z,418609218,2009-11-15T00:00:00.000Z,2009-11-16T00:00:00.000Z
2009-11-16T00:00:00.000Z,448245905,2009-11-16T00:00:00.000Z,2009-11-17T00:00:00.000Z
2009-11-17T00:00:00.000Z,401390673,2009-11-17T00:00:00.000Z,2009-11-18T00:00:00.000Z
2009-11-18T00:00:00.000Z,397764627,2009-11-18T00:00:00.000Z,2009-11-19T00:00:00.000Z
2009-11-19T00:00:00.000Z,368620984,2009-11-19T00:00:00.000Z,2009-11-20T00:00:00.000Z
2009-11-20T00:00:00.000Z,370260722,2009-11-20T00:00:00.000Z,2009-11-21T00:00:00.000Z
2009-11-21T00:00:00.000Z,346791102,2009-11-21T00:00:00.000Z,2009-11-22T00:00:00.000Z
2009-11-22T00:00:00.000Z,224278033,2009-11-22T00:00:00.000Z,2009-11-23T00:00:00.000Z
2009-11-23T00:00:00.000Z,374112332,2009-11-23T00:00:00.000Z,2009-11-24T00:00:00.000Z
2009-11-24T00:00:00.000Z,370494872,2009-11-24T00:00:00.000Z,2009-11-25T00:00:00.000Z
2009-11-25T00:00:00.000Z,365313267,2009-11-25T00:00:00.000Z,2009-11-26T00:00:00.000Z
2009-11-26T00:00:00.000Z,349375174,2009-11-26T00:00:00.000Z,2009-11-27T00:00:00.000Z
2009-11-27T00:00:00.000Z,343912711,2009-11-27T00:00:00.000Z,2009-11-28T00:00:00.000Z
2009-11-28T00:00:00.000Z,349136399,2009-11-28T00:00:00.000Z,2009-11-29T00:00:00.000Z
2009-11-29T00:00:00.000Z,344282260,2009-11-29T00:00:00.000Z,2009-11-30T00:00:00.000Z
2009-11-30T00:00:00.000Z,367180120,2009-11-30T00:00:00.000Z,2009-12-01T00:00:00.000Z
2009-12-01T00:00:00.000Z,362939609,2009-12-01T00:00:00.000Z,2009-12-02T00:00:00.000Z
2009-12-02T00:00:00.000Z,360463167,2009-12-02T00:00:00.000Z,2009-12-03T00:00:00.000Z
2009-12-03T00:00:00.000Z,366544448,2009-12-03T00:00:00.000Z,2009-12-04T00:00:00.000Z
2009-12-04T00:00:00.000Z,368897357,2009-12-04T00:00:00.000Z,2009-12-05T00:00:00.000Z
2009-12-05T00:00:00.000Z,349970291,2009-12-05T00:00:00.000Z,2009-12-06T00:00:00.000Z
2009-12-06T00:00:00.000Z,356994795,2009-12-06T00:00:00.000Z,2009-12-07T00:00:00.000Z
2009-12-07T00:00:00.000Z,367161291,2009-12-07T00:00:00.000Z,2009-12-08T00:00:00.000Z
2009-12-08T00:00:00.000Z,365584299,2009-12-08T00:00:00.000Z,2009-12-09T00:00:00.000Z
2009-12-09T00:00:00.000Z,360067155,2009-12-09T00:00:00.000Z,2009-12-10T00:00:00.000Z
2009-12-10T00:00:00.000Z,362839965,2009-12-10T00:00:00.000Z,2009-12-11T00:00:00.000Z
2009-12-11T00:00:00.000Z,337576667,2009-12-11T00:00:00.000Z,2009-12-12T00:00:00.000Z
2009-12-12T00:00:00.000Z,336137561,2009-12-12T00:00:00.000Z,2009-12-13T00:00:00.000Z
2009-12-13T00:00:00.000Z,338858276,2009-12-13T00:00:00.000Z,2009-12-14T00:00:00.000Z
2009-12-14T00:00:00.000Z,338983527,2009-12-14T00:00:00.000Z,2009-12-15T00:00:00.000Z
2009-12-15T00:00:00.000Z,338433709,2009-12-15T00:00:00.000Z,2009-12-16T00:00:00.000Z
2009-12-16T00:00:00.000Z,359540929,2009-12-16T00:00:00.000Z,2009-12-17T00:00:00.000Z
2009-12-17T00:00:00.000Z,365802684,2009-12-17T00:00:00.000Z,2009-12-18T00:00:00.000Z
2009-12-18T00:00:00.000Z,366501589,2009-12-18T00:00:00.000Z,2009-12-19T00:00:00.000Z
2009-12-19T00:00:00.000Z,341465359,2009-12-19T00:00:00.000Z,2009-12-20T00:00:00.000Z
2009-12-20T00:00:00.000Z,348594734,2009-12-20T00:00:00.000Z,2009-12-21T00:00:00.000Z
2009-12-21T00:00:00.000Z,379963827,2009-12-21T00:00:00.000Z,2009-12-22T00:00:00.000Z
2009-12-22T00:00:00.000Z,368617705,2009-12-22T00:00:00.000Z,2009-12-23T00:00:00.000Z
2009-12-23T00:00:00.000Z,362986097,2009-12-23T00:00:00.000Z,2009-12-24T00:00:00.000Z
2009-12-24T00:00:00.000Z,311100649,2009-12-24T00:00:00.000Z,2009-12-25T00:00:00.000Z
2009-12-25T00:00:00.000Z,289080625,2009-12-25T00:00:00.000Z,2009-12-26T00:00:00.000Z
2009-12-26T00:00:00.000Z,325240338,2009-12-26T00:00:00.000Z,2009-12-27T00:00:00.000Z
2009-12-27T00:00:00.000Z,354082461,2009-12-27T00:00:00.000Z,2009-12-28T00:00:00.000Z
2009-12-28T00:00:00.000Z,376000597,2009-12-28T00:00:00.000Z,2009-12-29T00:00:00.000Z
2009-12-29T00:00:00.000Z,377227383,2009-12-29T00:00:00.000Z,2009-12-30T00:00:00.000Z
2009-12-30T00:00:00.000Z,377105821,2009-12-30T00:00:00.000Z,2009-12-31T00:00:00.000Z
2009-12-31T00:00:00.000Z,348706697,2009-12-31T00:00:00.000Z,2010-01-01T00:00:00.000Z
2010-01-01T00:00:00.000Z,327459936,2010-01-01T00:00:00.000Z,2010-01-02T00:00:00.000Z
2010-01-02T00:00:00.000Z,351104507,2010-01-02T00:00:00.000Z,2010-01-03T00:00:00.000Z
2010-01-03T00:00:00.000Z,324809358,2010-01-03T00:00:00.000Z,2010-01-04T00:00:00.000Z
2010-01-04T00:00:00.000Z,332269789,2010-01-04T00:00:00.000Z,2010-01-05T00:00:00.000Z
2010-01-05T00:00:00.000Z,327349243,2010-01-05T00:00:00.000Z,2010-01-06T00:00:00.000Z
2010-01-06T00:00:00.000Z,396496792,2010-01-06T00:00:00.000Z,2010-01-07T00:00:00.000Z
2010-01-07T00:00:00.000Z,404103206,2010-01-07T00:00:00.000Z,2010-01-08T00:00:00.000Z
2010-01-08T00:00:00.000Z,404851439,2010-01-08T00:00:00.000Z,2010-01-09T00:00:00.000Z
2010-01-09T00:00:00.000Z,386606140,2010-01-09T00:00:00.000Z,2010-01-10T00:00:00.000Z
2010-01-10T00:00:00.000Z,377068145,2010-01-10T00:00:00.000Z,2010-01-11T00:00:00.000Z
2010-01-11T00:00:00.000Z,399908149,2010-01-11T00:00:00.000Z,2010-01-12T00:00:00.000Z
2010-01-12T00:00:00.000Z,420104860,2010-01-12T00:00:00.000Z,2010-01-13T00:00:00.000Z
2010-01-13T00:00:00.000Z,411854464,2010-01-13T00:00:00.000Z,2010-01-14T00:00:00.000Z
2010-01-14T00:00:00.000Z,416596350,2010-01-14T00:00:00.000Z,2010-01-15T00:00:00.000Z
2010-01-15T00:00:00.000Z,418552544,2010-01-15T00:00:00.000Z,2010-01-16T00:00:00.000Z
2010-01-16T00:00:00.000Z,400051987,2010-01-16T00:00:00.000Z,2010-01-17T00:00:00.000Z
2010-01-17T00:00:00.000Z,410271550,2010-01-17T00:00:00.000Z,2010-01-18T00:00:00.000Z
2010-01-18T00:00:00.000Z,432513981,2010-01-18T00:00:00.000Z,2010-01-19T00:00:00.000Z
2010-01-19T00:00:00.000Z,430861478,2010-01-19T00:00:00.000Z,2010-01-20T00:00:00.000Z
2010-01-20T00:00:00.000Z,426598388,2010-01-20T00:00:00.000Z,2010-01-21T00:00:00.000Z
2010-01-21T00:00:00.000Z,425014873,2010-01-21T00:00:00.000Z,2010-01-22T00:00:00.000Z
2010-01-22T00:00:00.000Z,423927716,2010-01-22T00:00:00.000Z,2010-01-23T00:00:00.000Z
2010-01-23T00:00:00.000Z,32703803,2010-01-23T00:00:00.000Z,2010-01-24T00:00:00.000Z
2010-01-25T00:00:00.000Z,426109748,2010-01-25T00:00:00.000Z,2010-01-26T00:00:00.000Z
2010-01-26T00:00:00.000Z,433676089,2010-01-26T00:00:00.000Z,2010-01-27T00:00:00.000Z
2010-01-27T00:00:00.000Z,431282849,2010-01-27T00:00:00.000Z,2010-01-28T00:00:00.000Z
2010-01-28T00:00:00.000Z,425822370,2010-01-28T00:00:00.000Z,2010-01-29T00:00:00.000Z
2010-01-29T00:00:00.000Z,400425370,2010-01-29T00:00:00.000Z,2010-01-30T00:00:00.000Z
2010-01-30T00:00:00.000Z,400812571,2010-01-30T00:00:00.000Z,2010-01-31T00:00:00.000Z
2010-01-31T00:00:00.000Z,414665755,2010-01-31T00:00:00.000Z,2010-02-01T00:00:00.000Z
2010-02-01T00:00:00.000Z,429169716,2010-02-01T00:00:00.000Z,2010-02-02T00:00:00.000Z
2010-02-02T00:00:00.000Z,428442865,2010-02-02T00:00:00.000Z,2010-02-03T00:00:00.000Z
2010-02-03T00:00:00.000Z,436221818,2010-02-03T00:00:00.000Z,2010-02-04T00:00:00.000Z
2010-02-04T00:00:00.000Z,445487394,2010-02-04T00:00:00.000Z,2010-02-05T00:00:00.000Z
2010-02-05T00:00:00.000Z,425899611,2010-02-05T00:00:00.000Z,2010-02-06T00:00:00.000Z
2010-02-06T00:00:00.000Z,408707835,2010-02-06T00:00:00.000Z,2010-02-07T00:00:00.000Z
2010-02-07T00:00:00.000Z,424540622,2010-02-07T00:00:00.000Z,2010-02-08T00:00:00.000Z
2010-02-08T00:00:00.000Z,343142477,2010-02-08T00:00:00.000Z,2010-02-09T00:00:00.000Z
2010-02-09T00:00:00.000Z,432595743,2010-02-09T00:00:00.000Z,2010-02-10T00:00:00.000Z
2010-02-10T00:00:00.000Z,425200490,2010-02-10T00:00:00.000Z,2010-02-11T00:00:00.000Z
2010-02-11T00:00:00.000Z,421809172,2010-02-11T00:00:00.000Z,2010-02-12T00:00:00.000Z
2010-02-12T00:00:00.000Z,415500897,2010-02-12T00:00:00.000Z,2010-02-13T00:00:00.000Z
2010-02-13T00:00:00.000Z,386402114,2010-02-13T00:00:00.000Z,2010-02-14T00:00:00.000Z
2010-02-14T00:00:00.000Z,394775928,2010-02-14T00:00:00.000Z,2010-02-15T00:00:00.000Z
2010-02-15T00:00:00.000Z,412875258,2010-02-15T00:00:00.000Z,2010-02-16T00:00:00.000Z
2010-02-16T00:00:00.000Z,426360110,2010-02-16T00:00:00.000Z,2010-02-17T00:00:00.000Z
2010-02-17T00:00:00.000Z,429542572,2010-02-17T00:00:00.000Z,2010-02-18T00:00:00.000Z
2010-02-18T00:00:00.000Z,430862959,2010-02-18T00:00:00.000Z,2010-02-19T00:00:00.000Z
2010-02-19T00:00:00.000Z,393438960,2010-02-19T00:00:00.000Z,2010-02-20T00:00:00.000Z
2010-02-20T00:00:00.000Z,411866423,2010-02-20T00:00:00.000Z,2010-02-21T00:00:00.000Z
2010-02-21T00:00:00.000Z,431437634,2010-02-21T00:00:00.000Z,2010-02-22T00:00:00.000Z
2010-02-22T00:00:00.000Z,451634751,2010-02-22T00:00:00.000Z,2010-02-23T00:00:00.000Z
2010-02-23T00:00:00.000Z,468064070,2010-02-23T00:00:00.000Z,2010-02-24T00:00:00.000Z
2010-02-24T00:00:00.000Z,406243763,2010-02-24T00:00:00.000Z,2010-02-25T00:00:00.000Z
2010-02-25T00:00:00.000Z,357398558,2010-02-25T00:00:00.000Z,2010-02-26T00:00:00.000Z
2010-02-26T00:00:00.000Z,348687913,2010-02-26T00:00:00.000Z,2010-02-27T00:00:00.000Z
2010-02-27T00:00:00.000Z,399415931,2010-02-27T00:00:00.000Z,2010-02-28T00:00:00.000Z
2010-02-28T00:00:00.000Z,398499962,2010-02-28T00:00:00.000Z,2010-03-01T00:00:00.000Z
2010-03-01T00:00:00.000Z,400144406,2010-03-01T00:00:00.000Z,2010-03-02T00:00:00.000Z
2010-03-02T00:00:00.000Z,408453363,2010-03-02T00:00:00.000Z,2010-03-03T00:00:00.000Z
2010-03-03T00:00:00.000Z,408748291,2010-03-03T00:00:00.000Z,2010-03-04T00:00:00.000Z
2010-03-04T00:00:00.000Z,410184019,2010-03-04T00:00:00.000Z,2010-03-05T00:00:00.000Z
2010-03-05T00:00:00.000Z,406278490,2010-03-05T00:00:00.000Z,2010-03-06T00:00:00.000Z
2010-03-06T00:00:00.000Z,385136288,2010-03-06T00:00:00.000Z,2010-03-07T00:00:00.000Z
2010-03-07T00:00:00.000Z,400484413,2010-03-07T00:00:00.000Z,2010-03-08T00:00:00.000Z
2010-03-08T00:00:00.000Z,426119357,2010-03-08T00:00:00.000Z,2010-03-09T00:00:00.000Z
2010-03-09T00:00:00.000Z,433633929,2010-03-09T00:00:00.000Z,2010-03-10T00:00:00.000Z
2010-03-10T00:00:00.000Z,420563179,2010-03-10T00:00:00.000Z,2010-03-11T00:00:00.000Z
2010-03-11T00:00:00.000Z,421230632,2010-03-11T00:00:00.000Z,2010-03-12T00:00:00.000Z
2010-03-12T00:00:00.000Z,432592765,2010-03-12T00:00:00.000Z,2010-03-13T00:00:00.000Z
2010-03-13T00:00:00.000Z,410515070,2010-03-13T00:00:00.000Z,2010-03-14T00:00:00.000Z
2010-03-14T00:00:00.000Z,401260996,2010-03-14T00:00:00.000Z,2010-03-15T00:00:00.000Z
2010-03-15T00:00:00.000Z,425747906,2010-03-15T00:00:00.000Z,2010-03-16T00:00:00.000Z
2010-03-16T00:00:00.000Z,413854785,2010-03-16T00:00:00.000Z,2010-03-17T00:00:00.000Z
2010-03-17T00:00:00.000Z,415129682,2010-03-17T00:00:00.000Z,2010-03-18T00:00:00.000Z
2010-03-18T00:00:00.000Z,411723888,2010-03-18T00:00:00.000Z,2010-03-19T00:00:00.000Z
2010-03-19T00:00:00.000Z,421628648,2010-03-19T00:00:00.000Z,2010-03-20T00:00:00.000Z
2010-03-20T00:00:00.000Z,397651099,2010-03-20T00:00:00.000Z,2010-03-21T00:00:00.000Z
2010-03-21T00:00:00.000Z,379171344,2010-03-21T00:00:00.000Z,2010-03-22T00:00:00.000Z
2010-03-22T00:00:00.000Z,407335856,2010-03-22T00:00:00.000Z,2010-03-23T00:00:00.000Z
2010-03-23T00:00:00.000Z,400180231,2010-03-23T00:00:00.000Z,2010-03-24T00:00:00.000Z
2010-03-24T00:00:00.000Z,410413859,2010-03-24T00:00:00.000Z,2010-03-25T00:00:00.000Z
2010-03-25T00:00:00.000Z,404771158,2010-03-25T00:00:00.000Z,2010-03-26T00:00:00.000Z
2010-03-26T00:00:00.000Z,400285817,2010-03-26T00:00:00.000Z,2010-03-27T00:00:00.000Z
2010-03-27T00:00:00.000Z,375405510,2010-03-27T00:00:00.000Z,2010-03-28T00:00:00.000Z
2010-03-28T00:00:00.000Z,377131340,2010-03-28T00:00:00.000Z,2010-03-29T00:00:00.000Z
2010-03-29T00:00:00.000Z,403815913,2010-03-29T00:00:00.000Z,2010-03-30T00:00:00.000Z
2010-03-30T00:00:00.000Z,396062988,2010-03-30T00:00:00.000Z,2010-03-31T00:00:00.000Z
2010-03-31T00:00:00.000Z,406525369,2010-03-31T00:00:00.000Z,2010-04-01T00:00:00.000Z
2010-04-01T00:00:00.000Z,399562837,2010-04-01T00:00:00.000Z,2010-04-02T00:00:00.000Z
2010-04-02T00:00:00.000Z,393471111,2010-04-02T00:00:00.000Z,2010-04-03T00:00:00.000Z
2010-04-03T00:00:00.000Z,384264799,2010-04-03T00:00:00.000Z,2010-04-04T00:00:00.000Z
2010-04-04T00:00:00.000Z,385277647,2010-04-04T00:00:00.000Z,2010-04-05T00:00:00.000Z
2010-04-05T00:00:00.000Z,404081655,2010-04-05T00:00:00.000Z,2010-04-06T00:00:00.000Z
2010-04-06T00:00:00.000Z,392688344,2010-04-06T00:00:00.000Z,2010-04-07T00:00:00.000Z
2010-04-07T00:00:00.000Z,430778935,2010-04-07T00:00:00.000Z,2010-04-08T00:00:00.000Z
2010-04-08T00:00:00.000Z,408730782,2010-04-08T00:00:00.000Z,2010-04-09T00:00:00.000Z
2010-04-09T00:00:00.000Z,407358877,2010-04-09T00:00:00.000Z,2010-04-10T00:00:00.000Z
2010-04-10T00:00:00.000Z,376624515,2010-04-10T00:00:00.000Z,2010-04-11T00:00:00.000Z
2010-04-11T00:00:00.000Z,380869401,2010-04-11T00:00:00.000Z,2010-04-12T00:00:00.000Z
2010-04-12T00:00:00.000Z,401686408,2010-04-12T00:00:00.000Z,2010-04-13T00:00:00.000Z
2010-04-13T00:00:00.000Z,407158759,2010-04-13T00:00:00.000Z,2010-04-14T00:00:00.000Z
2010-04-14T00:00:00.000Z,411315690,2010-04-14T00:00:00.000Z,2010-04-15T00:00:00.000Z
2010-04-15T00:00:00.000Z,410794440,2010-04-15T00:00:00.000Z,2010-04-16T00:00:00.000Z
2010-04-16T00:00:00.000Z,423320375,2010-04-16T00:00:00.000Z,2010-04-17T00:00:00.000Z
2010-04-17T00:00:00.000Z,400423837,2010-04-17T00:00:00.000Z,2010-04-18T00:00:00.000Z
2010-04-18T00:00:00.000Z,388664287,2010-04-18T00:00:00.000Z,2010-04-19T00:00:00.000Z
2010-04-19T00:00:00.000Z,413312182,2010-04-19T00:00:00.000Z,2010-04-20T00:00:00.000Z
2010-04-20T00:00:00.000Z,412557215,2010-04-20T00:00:00.000Z,2010-04-21T00:00:00.000Z
2010-04-21T00:00:00.000Z,410513796,2010-04-21T00:00:00.000Z,2010-04-22T00:00:00.000Z
2010-04-22T00:00:00.000Z,409924748,2010-04-22T00:00:00.000Z,2010-04-23T00:00:00.000Z
2010-04-23T00:00:00.000Z,411883014,2010-04-23T00:00:00.000Z,2010-04-24T00:00:00.000Z
2010-04-24T00:00:00.000Z,391593569,2010-04-24T00:00:00.000Z,2010-04-25T00:00:00.000Z
2010-04-25T00:00:00.000Z,387018833,2010-04-25T00:00:00.000Z,2010-04-26T00:00:00.000Z
2010-04-26T00:00:00.000Z,411625832,2010-04-26T00:00:00.000Z,2010-04-27T00:00:00.000Z
2010-04-27T00:00:00.000Z,413094779,2010-04-27T00:00:00.000Z,2010-04-28T00:00:00.000Z
2010-04-28T00:00:00.000Z,419905973,2010-04-28T00:00:00.000Z,2010-04-29T00:00:00.000Z
2010-04-29T00:00:00.000Z,414956832,2010-04-29T00:00:00.000Z,2010-04-30T00:00:00.000Z
2010-04-30T00:00:00.000Z,415057891,2010-04-30T00:00:00.000Z,2010-05-01T00:00:00.000Z
2010-05-01T00:00:00.000Z,386206530,2010-05-01T00:00:00.000Z,2010-05-02T00:00:00.000Z
2010-05-02T00:00:00.000Z,388627739,2010-05-02T00:00:00.000Z,2010-05-03T00:00:00.000Z
